
Píxel (0, 0): R=000, G=000, B=000
Píxel (54, 7): R=254, G=000, B=000
Píxel (55, 7): R=000, G=000, B=000
Píxel (56, 7): R=000, G=253, B=000
Píxel (57, 7): R=000, G=253, B=000
Píxel (58, 7): R=000, G=254, B=000
Píxel (59, 7): R=254, G=000, B=253
Píxel (60, 7): R=252, G=000, B=253
Píxel (61, 7): R=254, G=000, B=253
Píxel (62, 7): R=000, G=000, B=253
Píxel (63, 7): R=000, G=000, B=253
Píxel (64, 7): R=000, G=000, B=000
Píxel (65, 7): R=000, G=000, B=000
Píxel (66, 7): R=000, G=000, B=000
Píxel (67, 7): R=000, G=000, B=000
Píxel (68, 7): R=000, G=000, B=000
Píxel (69, 7): R=000, G=000, B=000
Píxel (70, 7): R=000, G=000, B=000
Píxel (71, 7): R=000, G=000, B=000
Píxel (72, 7): R=254, G=254, B=254
Píxel (73, 7): R=000, G=000, B=000
Píxel (74, 7): R=253, G=253, B=253
Píxel (75, 7): R=000, G=000, B=000
Píxel (76, 7): R=000, G=000, B=000
Píxel (77, 7): R=254, G=254, B=254
Píxel (78, 7): R=254, G=254, B=254
Píxel (79, 7): R=225, G=225, B=225
Píxel (80, 7): R=185, G=185, B=185
Píxel (81, 7): R=000, G=000, B=000
Píxel (82, 7): R=000, G=000, B=000
Píxel (0, 8): R=000, G=000, B=000
Píxel (1, 8): R=254, G=254, B=254
Píxel (2, 8): R=186, G=186, B=186
Píxel (3, 8): R=223, G=223, B=223
Píxel (4, 8): R=000, G=000, B=000
Píxel (5, 8): R=000, G=000, B=000
Píxel (6, 8): R=000, G=000, B=000
Píxel (7, 8): R=000, G=000, B=000
Píxel (8, 8): R=000, G=000, B=000
Píxel (9, 8): R=000, G=000, B=000
Píxel (10, 8): R=000, G=000, B=000
Píxel (11, 8): R=000, G=000, B=000
Píxel (12, 8): R=000, G=000, B=000
Píxel (13, 8): R=000, G=000, B=000
Píxel (14, 8): R=000, G=000, B=000
Píxel (15, 8): R=000, G=000, B=000
Píxel (16, 8): R=254, G=000, B=253
Píxel (17, 8): R=254, G=000, B=253
Píxel (18, 8): R=000, G=000, B=253
Píxel (19, 8): R=254, G=000, B=000
Píxel (20, 8): R=251, G=000, B=000
Píxel (21, 8): R=251, G=000, B=000
Píxel (22, 8): R=252, G=000, B=000
Píxel (23, 8): R=000, G=254, B=000
Píxel (24, 8): R=000, G=251, B=000
Píxel (25, 8): R=000, G=252, B=000
Píxel (26, 8): R=000, G=251, B=253
Píxel (27, 8): R=000, G=253, B=252
Píxel (28, 8): R=000, G=000, B=000
Píxel (29, 8): R=254, G=000, B=000
Píxel (30, 8): R=248, G=253, B=000
Píxel (31, 8): R=252, G=000, B=000
Píxel (32, 8): R=000, G=000, B=253
Píxel (33, 8): R=000, G=248, B=244
Píxel (34, 8): R=000, G=240, B=239
Píxel (35, 8): R=000, G=229, B=232
Píxel (36, 8): R=000, G=168, B=167
Píxel (37, 8): R=242, G=108, B=105
Píxel (38, 8): R=206, G=64, B=54
Píxel (39, 8): R=195, G=43, B=30
Píxel (40, 8): R=189, G=27, B=14
Píxel (41, 8): R=201, G=33, B=20
Píxel (42, 8): R=199, G=25, B=16
Píxel (43, 8): R=198, G=27, B=20
Píxel (44, 8): R=211, G=53, B=50
Píxel (45, 8): R=227, G=90, B=84
Píxel (46, 8): R=000, G=149, B=140
Píxel (47, 8): R=000, G=219, B=211
Píxel (48, 8): R=000, G=238, B=232
Píxel (49, 8): R=000, G=245, B=237
Píxel (50, 8): R=000, G=000, B=244
Píxel (51, 8): R=251, G=000, B=250
Píxel (52, 8): R=250, G=254, B=253
Píxel (53, 8): R=254, G=000, B=000
Píxel (54, 8): R=000, G=000, B=000
Píxel (55, 8): R=000, G=253, B=254
Píxel (56, 8): R=000, G=254, B=000
Píxel (57, 8): R=254, G=254, B=254
Píxel (58, 8): R=251, G=000, B=000
Píxel (59, 8): R=248, G=000, B=000
Píxel (60, 8): R=246, G=252, B=252
Píxel (61, 8): R=252, G=000, B=000
Píxel (62, 8): R=252, G=000, B=251
Píxel (63, 8): R=251, G=000, B=250
Píxel (64, 8): R=254, G=000, B=253
Píxel (65, 8): R=000, G=000, B=000
Píxel (66, 8): R=000, G=000, B=000
Píxel (67, 8): R=000, G=000, B=000
Píxel (68, 8): R=000, G=000, B=000
Píxel (69, 8): R=000, G=000, B=000
Píxel (70, 8): R=000, G=000, B=000
Píxel (71, 8): R=000, G=000, B=000
Píxel (72, 8): R=000, G=000, B=000
Píxel (73, 8): R=000, G=000, B=000
Píxel (74, 8): R=254, G=254, B=254
Píxel (75, 8): R=000, G=000, B=000
Píxel (76, 8): R=000, G=000, B=000
Píxel (77, 8): R=000, G=000, B=000
Píxel (78, 8): R=000, G=000, B=000
Píxel (79, 8): R=224, G=224, B=224
Píxel (80, 8): R=185, G=185, B=185
Píxel (81, 8): R=000, G=000, B=000
Píxel (82, 8): R=000, G=000, B=000
Píxel (0, 9): R=000, G=000, B=000
Píxel (1, 9): R=254, G=254, B=254
Píxel (2, 9): R=186, G=186, B=186
Píxel (3, 9): R=223, G=223, B=223
Píxel (4, 9): R=000, G=000, B=000
Píxel (5, 9): R=000, G=000, B=000
Píxel (6, 9): R=000, G=000, B=000
Píxel (7, 9): R=000, G=000, B=000
Píxel (8, 9): R=000, G=000, B=000
Píxel (9, 9): R=000, G=000, B=000
Píxel (10, 9): R=000, G=000, B=000
Píxel (11, 9): R=000, G=000, B=000
Píxel (12, 9): R=000, G=000, B=000
Píxel (13, 9): R=000, G=000, B=000
Píxel (14, 9): R=000, G=000, B=000
Píxel (15, 9): R=000, G=000, B=253
Píxel (16, 9): R=000, G=000, B=250
Píxel (17, 9): R=000, G=000, B=250
Píxel (18, 9): R=000, G=254, B=253
Píxel (19, 9): R=000, G=254, B=000
Píxel (20, 9): R=251, G=000, B=000
Píxel (21, 9): R=251, G=000, B=000
Píxel (22, 9): R=000, G=254, B=000
Píxel (23, 9): R=000, G=254, B=000
Píxel (24, 9): R=000, G=253, B=000
Píxel (25, 9): R=000, G=252, B=000
Píxel (26, 9): R=000, G=254, B=000
Píxel (27, 9): R=000, G=253, B=254
Píxel (28, 9): R=253, G=000, B=252
Píxel (29, 9): R=000, G=000, B=253
Píxel (30, 9): R=000, G=253, B=251
Píxel (31, 9): R=000, G=246, B=244
Píxel (32, 9): R=000, G=241, B=235
Píxel (33, 9): R=000, G=203, B=197
Píxel (34, 9): R=214, G=102, B=101
Píxel (35, 9): R=172, G=26, B=26
Píxel (36, 9): R=196, G=20, B=20
Píxel (37, 9): R=213, G=20, B=13
Píxel (38, 9): R=230, G=27, B=13
Píxel (39, 9): R=233, G=22, B=3
Píxel (40, 9): R=241, G=22, B=2
Píxel (41, 9): R=247, G=20, B=3
Píxel (42, 9): R=250, G=14, B=1
Píxel (43, 9): R=250, G=17, B=10
Píxel (44, 9): R=243, G=26, B=19
Píxel (45, 9): R=220, G=23, B=15
Píxel (46, 9): R=192, G=20, B=8
Píxel (47, 9): R=172, G=29, B=15
Píxel (48, 9): R=184, G=67, B=57
Píxel (49, 9): R=000, G=172, B=163
Píxel (50, 9): R=000, G=235, B=224
Píxel (51, 9): R=000, G=247, B=239
Píxel (52, 9): R=000, G=249, B=246
Píxel (53, 9): R=000, G=252, B=249
Píxel (54, 9): R=000, G=000, B=251
Píxel (55, 9): R=000, G=000, B=253
Píxel (56, 9): R=000, G=251, B=250
Píxel (57, 9): R=000, G=000, B=000
Píxel (58, 9): R=249, G=000, B=000
Píxel (59, 9): R=248, G=000, B=000
Píxel (60, 9): R=252, G=000, B=000
Píxel (61, 9): R=249, G=253, B=252
Píxel (62, 9): R=250, G=000, B=251
Píxel (63, 9): R=252, G=000, B=253
Píxel (64, 9): R=254, G=000, B=000
Píxel (65, 9): R=000, G=000, B=000
Píxel (66, 9): R=000, G=000, B=000
Píxel (67, 9): R=000, G=000, B=000
Píxel (68, 9): R=000, G=000, B=000
Píxel (69, 9): R=000, G=000, B=000
Píxel (70, 9): R=000, G=000, B=000
Píxel (71, 9): R=000, G=000, B=000
Píxel (72, 9): R=000, G=000, B=000
Píxel (73, 9): R=000, G=000, B=000
Píxel (74, 9): R=254, G=254, B=254
Píxel (75, 9): R=000, G=000, B=000
Píxel (76, 9): R=000, G=000, B=000
Píxel (77, 9): R=000, G=000, B=000
Píxel (78, 9): R=000, G=000, B=000
Píxel (79, 9): R=224, G=224, B=224
Píxel (80, 9): R=185, G=185, B=185
Píxel (81, 9): R=000, G=000, B=000
Píxel (82, 9): R=000, G=000, B=000
Píxel (0, 10): R=000, G=000, B=000
Píxel (1, 10): R=254, G=254, B=254
Píxel (2, 10): R=186, G=186, B=186
Píxel (3, 10): R=223, G=223, B=223
Píxel (4, 10): R=000, G=000, B=000
Píxel (5, 10): R=000, G=000, B=000
Píxel (6, 10): R=000, G=000, B=000
Píxel (7, 10): R=000, G=000, B=000
Píxel (8, 10): R=000, G=000, B=000
Píxel (9, 10): R=000, G=000, B=000
Píxel (10, 10): R=000, G=000, B=000
Píxel (11, 10): R=000, G=000, B=000
Píxel (12, 10): R=000, G=000, B=000
Píxel (13, 10): R=000, G=000, B=000
Píxel (14, 10): R=000, G=000, B=000
Píxel (15, 10): R=000, G=000, B=253
Píxel (16, 10): R=000, G=000, B=250
Píxel (17, 10): R=000, G=000, B=250
Píxel (18, 10): R=000, G=254, B=000
Píxel (19, 10): R=000, G=253, B=000
Píxel (20, 10): R=000, G=254, B=000
Píxel (21, 10): R=000, G=254, B=000
Píxel (22, 10): R=000, G=254, B=000
Píxel (23, 10): R=000, G=254, B=000
Píxel (24, 10): R=253, G=253, B=253
Píxel (25, 10): R=252, G=253, B=000
Píxel (26, 10): R=253, G=254, B=000
Píxel (27, 10): R=254, G=000, B=000
Píxel (28, 10): R=252, G=254, B=249
Píxel (29, 10): R=000, G=251, B=243
Píxel (30, 10): R=000, G=238, B=231
Píxel (31, 10): R=000, G=214, B=207
Píxel (32, 10): R=217, G=79, B=69
Píxel (33, 10): R=192, G=18, B=9
Píxel (34, 10): R=220, G=27, B=22
Píxel (35, 10): R=232, G=23, B=18
Píxel (36, 10): R=242, G=24, B=15
Píxel (37, 10): R=245, G=21, B=9
Píxel (38, 10): R=239, G=16, B=0
Píxel (39, 10): R=246, G=24, B=3
Píxel (40, 10): R=247, G=22, B=2
Píxel (41, 10): R=248, G=19, B=0
Píxel (42, 10): R=251, G=18, B=3
Píxel (43, 10): R=252, G=19, B=5
Píxel (44, 10): R=247, G=19, B=8
Píxel (45, 10): R=243, G=25, B=13
Píxel (46, 10): R=236, G=30, B=16
Píxel (47, 10): R=226, G=28, B=15
Píxel (48, 10): R=224, G=27, B=19
Píxel (49, 10): R=199, G=17, B=14
Píxel (50, 10): R=197, G=44, B=46
Píxel (51, 10): R=000, G=166, B=167
Píxel (52, 10): R=000, G=238, B=236
Píxel (53, 10): R=000, G=249, B=243
Píxel (54, 10): R=000, G=253, B=247
Píxel (55, 10): R=252, G=253, B=248
Píxel (56, 10): R=000, G=000, B=253
Píxel (57, 10): R=253, G=253, B=251
Píxel (58, 10): R=251, G=000, B=000
Píxel (59, 10): R=246, G=252, B=252
Píxel (60, 10): R=251, G=251, B=253
Píxel (61, 10): R=000, G=000, B=000
Píxel (62, 10): R=000, G=000, B=000
Píxel (63, 10): R=254, G=000, B=000
Píxel (64, 10): R=000, G=000, B=000
Píxel (65, 10): R=000, G=000, B=000
Píxel (66, 10): R=000, G=000, B=000
Píxel (67, 10): R=000, G=000, B=000
Píxel (68, 10): R=000, G=000, B=000
Píxel (69, 10): R=000, G=000, B=000
Píxel (70, 10): R=000, G=000, B=000
Píxel (71, 10): R=000, G=000, B=000
Píxel (72, 10): R=000, G=000, B=000
Píxel (73, 10): R=000, G=000, B=000
Píxel (74, 10): R=254, G=254, B=254
Píxel (75, 10): R=000, G=000, B=000
Píxel (76, 10): R=000, G=000, B=000
Píxel (77, 10): R=000, G=000, B=000
Píxel (78, 10): R=000, G=000, B=000
Píxel (79, 10): R=224, G=224, B=224
Píxel (80, 10): R=185, G=185, B=185
Píxel (81, 10): R=000, G=000, B=000
Píxel (82, 10): R=000, G=000, B=000
Píxel (0, 11): R=000, G=000, B=000
Píxel (1, 11): R=254, G=254, B=254
Píxel (2, 11): R=186, G=186, B=186
Píxel (3, 11): R=223, G=223, B=223
Píxel (4, 11): R=000, G=000, B=000
Píxel (5, 11): R=000, G=000, B=000
Píxel (6, 11): R=000, G=000, B=000
Píxel (7, 11): R=000, G=000, B=000
Píxel (8, 11): R=000, G=000, B=000
Píxel (9, 11): R=000, G=000, B=000
Píxel (10, 11): R=000, G=000, B=000
Píxel (11, 11): R=000, G=000, B=000
Píxel (12, 11): R=000, G=000, B=000
Píxel (13, 11): R=000, G=000, B=000
Píxel (14, 11): R=000, G=000, B=000
Píxel (15, 11): R=000, G=000, B=253
Píxel (16, 11): R=000, G=000, B=251
Píxel (17, 11): R=000, G=000, B=253
Píxel (18, 11): R=000, G=254, B=000
Píxel (19, 11): R=000, G=254, B=000
Píxel (20, 11): R=000, G=254, B=000
Píxel (21, 11): R=000, G=254, B=000
Píxel (22, 11): R=000, G=254, B=253
Píxel (23, 11): R=000, G=000, B=251
Píxel (24, 11): R=254, G=000, B=253
Píxel (25, 11): R=246, G=252, B=250
Píxel (26, 11): R=251, G=000, B=000
Píxel (27, 11): R=254, G=250, B=249
Píxel (28, 11): R=000, G=247, B=243
Píxel (29, 11): R=000, G=239, B=232
Píxel (30, 11): R=247, G=149, B=140
Píxel (31, 11): R=175, G=28, B=18
Píxel (32, 11): R=218, G=22, B=10
Píxel (33, 11): R=248, G=24, B=12
Píxel (34, 11): R=247, G=15, B=3
Píxel (35, 11): R=252, G=16, B=5
Píxel (36, 11): R=000, G=17, B=5
Píxel (37, 11): R=253, G=17, B=3
Píxel (38, 11): R=253, G=22, B=4
Píxel (39, 11): R=250, G=21, B=2
Píxel (40, 11): R=248, G=21, B=2
Píxel (41, 11): R=249, G=20, B=1
Píxel (42, 11): R=252, G=21, B=5
Píxel (43, 11): R=251, G=18, B=3
Píxel (44, 11): R=247, G=14, B=0
Píxel (45, 11): R=248, G=18, B=3
Píxel (46, 11): R=248, G=22, B=8
Píxel (47, 11): R=246, G=18, B=7
Píxel (48, 11): R=253, G=16, B=10
Píxel (49, 11): R=248, G=19, B=16
Píxel (50, 11): R=229, G=21, B=21
Píxel (51, 11): R=191, G=22, B=19
Píxel (52, 11): R=204, G=89, B=84
Píxel (53, 11): R=000, G=232, B=224
Píxel (54, 11): R=000, G=245, B=239
Píxel (55, 11): R=000, G=252, B=246
Píxel (56, 11): R=000, G=251, B=248
Píxel (57, 11): R=250, G=250, B=250
Píxel (58, 11): R=254, G=000, B=000
Píxel (59, 11): R=254, G=000, B=000
Píxel (60, 11): R=254, G=252, B=253
Píxel (61, 11): R=000, G=254, B=000
Píxel (62, 11): R=253, G=251, B=000
Píxel (63, 11): R=000, G=000, B=000
Píxel (64, 11): R=000, G=000, B=000
Píxel (65, 11): R=000, G=000, B=000
Píxel (66, 11): R=000, G=000, B=000
Píxel (67, 11): R=000, G=000, B=000
Píxel (68, 11): R=000, G=000, B=000
Píxel (69, 11): R=000, G=000, B=000
Píxel (70, 11): R=000, G=000, B=000
Píxel (71, 11): R=000, G=000, B=000
Píxel (72, 11): R=000, G=000, B=000
Píxel (73, 11): R=000, G=000, B=000
Píxel (74, 11): R=254, G=254, B=254
Píxel (75, 11): R=000, G=000, B=000
Píxel (76, 11): R=000, G=000, B=000
Píxel (77, 11): R=000, G=000, B=000
Píxel (78, 11): R=000, G=000, B=000
Píxel (79, 11): R=224, G=224, B=224
Píxel (80, 11): R=185, G=185, B=185
Píxel (81, 11): R=000, G=000, B=000
Píxel (82, 11): R=000, G=000, B=000
Píxel (0, 12): R=000, G=000, B=000
Píxel (1, 12): R=254, G=254, B=254
Píxel (2, 12): R=186, G=186, B=186
Píxel (3, 12): R=223, G=223, B=223
Píxel (4, 12): R=000, G=000, B=000
Píxel (5, 12): R=000, G=000, B=000
Píxel (6, 12): R=000, G=000, B=000
Píxel (7, 12): R=000, G=000, B=000
Píxel (8, 12): R=000, G=000, B=000
Píxel (9, 12): R=000, G=000, B=000
Píxel (10, 12): R=000, G=000, B=000
Píxel (11, 12): R=000, G=000, B=000
Píxel (12, 12): R=000, G=000, B=000
Píxel (13, 12): R=000, G=000, B=000
Píxel (14, 12): R=000, G=000, B=000
Píxel (15, 12): R=000, G=000, B=000
Píxel (16, 12): R=254, G=000, B=000
Píxel (17, 12): R=252, G=000, B=000
Píxel (18, 12): R=252, G=000, B=000
Píxel (19, 12): R=252, G=000, B=000
Píxel (20, 12): R=000, G=254, B=000
Píxel (21, 12): R=000, G=254, B=253
Píxel (22, 12): R=000, G=000, B=251
Píxel (23, 12): R=254, G=000, B=251
Píxel (24, 12): R=250, G=000, B=251
Píxel (25, 12): R=250, G=000, B=252
Píxel (26, 12): R=249, G=000, B=253
Píxel (27, 12): R=000, G=251, B=244
Píxel (28, 12): R=000, G=233, B=230
Píxel (29, 12): R=214, G=89, B=87
Píxel (30, 12): R=191, G=16, B=11
Píxel (31, 12): R=234, G=27, B=19
Píxel (32, 12): R=238, G=21, B=6
Píxel (33, 12): R=245, G=22, B=4
Píxel (34, 12): R=245, G=18, B=1
Píxel (35, 12): R=251, G=21, B=5
Píxel (36, 12): R=250, G=18, B=4
Píxel (37, 12): R=254, G=24, B=9
Píxel (38, 12): R=248, G=18, B=3
Píxel (39, 12): R=248, G=21, B=5
Píxel (40, 12): R=249, G=21, B=8
Píxel (41, 12): R=249, G=21, B=8
Píxel (42, 12): R=250, G=20, B=7
Píxel (43, 12): R=250, G=20, B=7
Píxel (44, 12): R=252, G=20, B=8
Píxel (45, 12): R=253, G=21, B=9
Píxel (46, 12): R=252, G=20, B=8
Píxel (47, 12): R=253, G=21, B=11
Píxel (48, 12): R=249, G=16, B=9
Píxel (49, 12): R=251, G=23, B=14
Píxel (50, 12): R=238, G=21, B=6
Píxel (51, 12): R=230, G=25, B=8
Píxel (52, 12): R=215, G=24, B=14
Píxel (53, 12): R=190, G=41, B=34
Píxel (54, 12): R=000, G=210, B=202
Píxel (55, 12): R=000, G=241, B=235
Píxel (56, 12): R=000, G=251, B=251
Píxel (57, 12): R=000, G=254, B=000
Píxel (58, 12): R=248, G=248, B=248
Píxel (59, 12): R=000, G=000, B=253
Píxel (60, 12): R=000, G=254, B=253
Píxel (61, 12): R=000, G=250, B=250
Píxel (62, 12): R=000, G=253, B=000
Píxel (63, 12): R=252, G=252, B=254
Píxel (64, 12): R=000, G=000, B=000
Píxel (65, 12): R=000, G=000, B=000
Píxel (66, 12): R=000, G=000, B=000
Píxel (67, 12): R=000, G=000, B=000
Píxel (68, 12): R=000, G=000, B=000
Píxel (69, 12): R=000, G=000, B=000
Píxel (70, 12): R=000, G=000, B=000
Píxel (71, 12): R=000, G=000, B=000
Píxel (72, 12): R=000, G=000, B=000
Píxel (73, 12): R=000, G=000, B=000
Píxel (74, 12): R=254, G=254, B=254
Píxel (75, 12): R=000, G=000, B=000
Píxel (76, 12): R=000, G=000, B=000
Píxel (77, 12): R=000, G=000, B=000
Píxel (78, 12): R=000, G=000, B=000
Píxel (79, 12): R=224, G=224, B=224
Píxel (80, 12): R=185, G=185, B=185
Píxel (81, 12): R=000, G=000, B=000
Píxel (82, 12): R=000, G=000, B=000
Píxel (0, 13): R=000, G=000, B=000
Píxel (1, 13): R=254, G=254, B=254
Píxel (2, 13): R=186, G=186, B=186
Píxel (3, 13): R=223, G=223, B=223
Píxel (4, 13): R=000, G=000, B=000
Píxel (5, 13): R=000, G=000, B=000
Píxel (6, 13): R=000, G=000, B=000
Píxel (7, 13): R=000, G=000, B=000
Píxel (8, 13): R=000, G=000, B=000
Píxel (9, 13): R=000, G=000, B=000
Píxel (10, 13): R=000, G=000, B=000
Píxel (11, 13): R=000, G=000, B=000
Píxel (12, 13): R=000, G=000, B=000
Píxel (13, 13): R=000, G=000, B=000
Píxel (14, 13): R=000, G=000, B=000
Píxel (15, 13): R=000, G=000, B=000
Píxel (16, 13): R=254, G=000, B=000
Píxel (17, 13): R=254, G=000, B=000
Píxel (18, 13): R=251, G=000, B=000
Píxel (19, 13): R=252, G=000, B=000
Píxel (20, 13): R=000, G=254, B=253
Píxel (21, 13): R=000, G=254, B=253
Píxel (22, 13): R=254, G=000, B=253
Píxel (23, 13): R=252, G=000, B=253
Píxel (24, 13): R=250, G=000, B=251
Píxel (25, 13): R=000, G=000, B=250
Píxel (26, 13): R=000, G=247, B=237
Píxel (27, 13): R=000, G=237, B=229
Píxel (28, 13): R=197, G=72, B=68
Píxel (29, 13): R=198, G=18, B=17
Píxel (30, 13): R=243, G=24, B=20
Píxel (31, 13): R=250, G=16, B=5
Píxel (32, 13): R=250, G=23, B=6
Píxel (33, 13): R=248, G=23, B=1
Píxel (34, 13): R=246, G=19, B=0
Píxel (35, 13): R=252, G=25, B=6
Píxel (36, 13): R=250, G=23, B=6
Píxel (37, 13): R=246, G=16, B=0
Píxel (38, 13): R=250, G=20, B=5
Píxel (39, 13): R=252, G=22, B=7
Píxel (40, 13): R=249, G=19, B=4
Píxel (41, 13): R=249, G=22, B=6
Píxel (42, 13): R=248, G=20, B=7
Píxel (43, 13): R=248, G=21, B=5
Píxel (44, 13): R=251, G=21, B=6
Píxel (45, 13): R=249, G=18, B=2
Píxel (46, 13): R=247, G=14, B=0
Píxel (47, 13): R=251, G=18, B=4
Píxel (48, 13): R=254, G=22, B=10
Píxel (49, 13): R=245, G=15, B=0
Píxel (50, 13): R=250, G=21, B=0
Píxel (51, 13): R=249, G=22, B=3
Píxel (52, 13): R=244, G=16, B=3
Píxel (53, 13): R=223, G=25, B=16
Píxel (54, 13): R=170, G=31, B=24
Píxel (55, 13): R=000, G=202, B=196
Píxel (56, 13): R=000, G=245, B=240
Píxel (57, 13): R=000, G=247, B=244
Píxel (58, 13): R=000, G=254, B=253
Píxel (59, 13): R=000, G=254, B=000
Píxel (60, 13): R=000, G=253, B=253
Píxel (61, 13): R=000, G=253, B=252
Píxel (62, 13): R=000, G=000, B=000
Píxel (63, 13): R=254, G=000, B=000
Píxel (64, 13): R=000, G=000, B=000
Píxel (65, 13): R=000, G=000, B=000
Píxel (66, 13): R=000, G=000, B=000
Píxel (67, 13): R=000, G=000, B=000
Píxel (68, 13): R=000, G=000, B=000
Píxel (69, 13): R=000, G=000, B=000
Píxel (70, 13): R=000, G=000, B=000
Píxel (71, 13): R=000, G=000, B=000
Píxel (72, 13): R=000, G=000, B=000
Píxel (73, 13): R=000, G=000, B=000
Píxel (74, 13): R=254, G=254, B=254
Píxel (75, 13): R=000, G=000, B=000
Píxel (76, 13): R=000, G=000, B=000
Píxel (77, 13): R=000, G=000, B=000
Píxel (78, 13): R=000, G=000, B=000
Píxel (79, 13): R=224, G=224, B=224
Píxel (80, 13): R=185, G=185, B=185
Píxel (81, 13): R=000, G=000, B=000
Píxel (82, 13): R=000, G=000, B=000
Píxel (0, 14): R=000, G=000, B=000
Píxel (1, 14): R=254, G=254, B=254
Píxel (2, 14): R=186, G=186, B=186
Píxel (3, 14): R=223, G=223, B=223
Píxel (4, 14): R=000, G=000, B=000
Píxel (5, 14): R=000, G=000, B=000
Píxel (6, 14): R=000, G=000, B=000
Píxel (7, 14): R=000, G=000, B=000
Píxel (8, 14): R=000, G=000, B=000
Píxel (9, 14): R=000, G=000, B=000
Píxel (10, 14): R=000, G=000, B=000
Píxel (11, 14): R=000, G=000, B=000
Píxel (12, 14): R=000, G=000, B=000
Píxel (13, 14): R=000, G=000, B=000
Píxel (14, 14): R=000, G=000, B=000
Píxel (15, 14): R=000, G=000, B=000
Píxel (16, 14): R=000, G=254, B=000
Píxel (17, 14): R=000, G=254, B=000
Píxel (18, 14): R=000, G=000, B=253
Píxel (19, 14): R=000, G=000, B=253
Píxel (20, 14): R=000, G=253, B=000
Píxel (21, 14): R=000, G=252, B=000
Píxel (22, 14): R=254, G=000, B=000
Píxel (23, 14): R=251, G=000, B=000
Píxel (24, 14): R=248, G=254, B=250
Píxel (25, 14): R=000, G=248, B=239
Píxel (26, 14): R=000, G=234, B=225
Píxel (27, 14): R=209, G=80, B=74
Píxel (28, 14): R=200, G=17, B=11
Píxel (29, 14): R=247, G=30, B=23
Píxel (30, 14): R=246, G=20, B=8
Píxel (31, 14): R=250, G=20, B=5
Píxel (32, 14): R=247, G=18, B=0
Píxel (33, 14): R=249, G=20, B=1
Píxel (34, 14): R=247, G=20, B=1
Píxel (35, 14): R=248, G=21, B=2
Píxel (36, 14): R=251, G=22, B=3
Píxel (37, 14): R=250, G=19, B=1
Píxel (38, 14): R=000, G=24, B=4
Píxel (39, 14): R=247, G=15, B=0
Píxel (40, 14): R=253, G=21, B=1
Píxel (41, 14): R=250, G=19, B=0
Píxel (42, 14): R=247, G=18, B=0
Píxel (43, 14): R=246, G=20, B=0
Píxel (44, 14): R=252, G=23, B=2
Píxel (45, 14): R=254, G=24, B=1
Píxel (46, 14): R=000, G=21, B=2
Píxel (47, 14): R=000, G=20, B=1
Píxel (48, 14): R=249, G=18, B=0
Píxel (49, 14): R=251, G=20, B=0
Píxel (50, 14): R=000, G=21, B=4
Píxel (51, 14): R=251, G=15, B=1
Píxel (52, 14): R=250, G=20, B=7
Píxel (53, 14): R=242, G=21, B=12
Píxel (54, 14): R=222, G=19, B=15
Píxel (55, 14): R=181, G=28, B=22
Píxel (56, 14): R=000, G=222, B=206
Píxel (57, 14): R=000, G=252, B=236
Píxel (58, 14): R=000, G=250, B=248
Píxel (59, 14): R=000, G=250, B=254
Píxel (60, 14): R=000, G=250, B=000
Píxel (61, 14): R=254, G=252, B=000
Píxel (62, 14): R=249, G=254, B=248
Píxel (63, 14): R=248, G=253, B=247
Píxel (64, 14): R=254, G=000, B=253
Píxel (65, 14): R=000, G=000, B=000
Píxel (66, 14): R=000, G=000, B=000
Píxel (67, 14): R=000, G=000, B=000
Píxel (68, 14): R=000, G=000, B=000
Píxel (69, 14): R=000, G=000, B=000
Píxel (70, 14): R=000, G=000, B=000
Píxel (71, 14): R=000, G=000, B=000
Píxel (72, 14): R=000, G=000, B=000
Píxel (73, 14): R=000, G=000, B=000
Píxel (74, 14): R=254, G=254, B=254
Píxel (75, 14): R=000, G=000, B=000
Píxel (76, 14): R=000, G=000, B=000
Píxel (77, 14): R=000, G=000, B=000
Píxel (78, 14): R=000, G=000, B=000
Píxel (79, 14): R=224, G=224, B=224
Píxel (80, 14): R=185, G=185, B=185
Píxel (81, 14): R=000, G=000, B=000
Píxel (82, 14): R=000, G=000, B=000
Píxel (0, 15): R=000, G=000, B=000
Píxel (1, 15): R=254, G=254, B=254
Píxel (2, 15): R=186, G=186, B=186
Píxel (3, 15): R=223, G=223, B=223
Píxel (4, 15): R=000, G=000, B=000
Píxel (5, 15): R=000, G=000, B=000
Píxel (6, 15): R=000, G=000, B=000
Píxel (7, 15): R=000, G=000, B=000
Píxel (8, 15): R=000, G=000, B=000
Píxel (9, 15): R=000, G=000, B=000
Píxel (10, 15): R=000, G=000, B=000
Píxel (11, 15): R=000, G=000, B=000
Píxel (12, 15): R=000, G=000, B=000
Píxel (13, 15): R=000, G=000, B=000
Píxel (14, 15): R=000, G=000, B=000
Píxel (15, 15): R=000, G=000, B=000
Píxel (16, 15): R=000, G=254, B=000
Píxel (17, 15): R=000, G=254, B=000
Píxel (18, 15): R=000, G=254, B=000
Píxel (19, 15): R=000, G=253, B=000
Píxel (20, 15): R=000, G=253, B=000
Píxel (21, 15): R=000, G=253, B=000
Píxel (22, 15): R=254, G=000, B=000
Píxel (23, 15): R=254, G=000, B=000
Píxel (24, 15): R=000, G=254, B=248
