
Píxel (0, 0): R=245, G=255, B=255
Píxel (31, 14): R=248, G=22, B=0
Píxel (32, 14): R=241, G=20, B=1
Píxel (33, 14): R=0003, G=34, B=14
Píxel (34, 14): R=241, G=14, B=0
Píxel (35, 14): R=0000, G=23, B=7
Píxel (36, 14): R=245, G=21, B=11
Píxel (37, 14): R=225, G=22, B=16
Píxel (38, 14): R=200, G=37, B=32
Píxel (39, 14): R=216, G=104, B=100
Píxel (40, 14): R=0005, G=232, B=224
Píxel (41, 14): R=0005, G=248, B=237
Píxel (0, 15): R=249, G=248, B=254
Píxel (1, 15): R=0005, G=241, B=243
Píxel (2, 15): R=0005, G=231, B=229
Píxel (3, 15): R=214, G=109, B=106
Píxel (4, 15): R=205, G=31, B=32
Píxel (5, 15): R=241, G=26, B=24
Píxel (6, 15): R=247, G=14, B=9
Píxel (7, 15): R=0005, G=23, B=10
Píxel (8, 15): R=247, G=20, B=1
Píxel (9, 15): R=243, G=21, B=0
Píxel (10, 15): R=241, G=16, B=0
Píxel (11, 15): R=248, G=22, B=0
Píxel (12, 15): R=0003, G=24, B=5
Píxel (13, 15): R=0001, G=20, B=2
Píxel (14, 15): R=0003, G=20, B=5
Píxel (15, 15): R=0000, G=17, B=2
Píxel (16, 15): R=0000, G=21, B=0
Píxel (17, 15): R=248, G=22, B=0
Píxel (18, 15): R=248, G=22, B=0
Píxel (19, 15): R=0000, G=21, B=0
Píxel (20, 15): R=0001, G=20, B=0
Píxel (21, 15): R=0001, G=20, B=0
Píxel (22, 15): R=000, G=19, B=2
Píxel (23, 15): R=000, G=19, B=2
Píxel (24, 15): R=0004, G=19, B=0
Píxel (25, 15): R=000, G=20, B=0
Píxel (26, 15): R=0004, G=19, B=0
Píxel (27, 15): R=000, G=20, B=0
Píxel (28, 15): R=000, G=20, B=0
Píxel (29, 15): R=000, G=20, B=0
Píxel (30, 15): R=0001, G=21, B=0
Píxel (31, 15): R=249, G=23, B=1
Píxel (32, 15): R=247, G=25, B=4
Píxel (33, 15): R=237, G=16, B=0
Píxel (34, 15): R=0005, G=30, B=16
Píxel (35, 15): R=242, G=16, B=2
Píxel (36, 15): R=247, G=25, B=12
Píxel (37, 15): R=235, G=27, B=15
Píxel (38, 15): R=213, G=29, B=21
Píxel (39, 15): R=169, G=34, B=28
Píxel (40, 15): R=0005, G=228, B=218
Píxel (41, 15): R=0005, G=247, B=236
Píxel (0, 16): R=000, G=250, B=251
Píxel (1, 16): R=0005, G=239, B=236
Píxel (2, 16): R=0005, G=221, B=212
Píxel (3, 16): R=174, G=53, B=45
Píxel (4, 16): R=218, G=26, B=25
Píxel (5, 16): R=241, G=13, B=10
Píxel (6, 16): R=0000, G=19, B=11
Píxel (7, 16): R=0001, G=19, B=5
Píxel (8, 16): R=0001, G=20, B=2
Píxel (9, 16): R=000, G=20, B=0
Píxel (10, 16): R=0004, G=20, B=0
Píxel (11, 16): R=000, G=21, B=0
Píxel (12, 16): R=0000, G=22, B=0
Píxel (13, 16): R=0000, G=21, B=0
Píxel (14, 16): R=000, G=19, B=5
Píxel (15, 16): R=000, G=18, B=7
Píxel (16, 16): R=0001, G=20, B=4
Píxel (17, 16): R=0000, G=21, B=2
Píxel (18, 16): R=0000, G=21, B=2
Píxel (19, 16): R=0001, G=20, B=2
Píxel (20, 16): R=0001, G=20, B=2
Píxel (21, 16): R=0001, G=20, B=2
Píxel (22, 16): R=0001, G=20, B=2
Píxel (23, 16): R=0001, G=20, B=2
Píxel (24, 16): R=000, G=19, B=2
Píxel (25, 16): R=0001, G=20, B=2
Píxel (26, 16): R=000, G=19, B=2
Píxel (27, 16): R=0001, G=20, B=2
Píxel (28, 16): R=0001, G=20, B=2
Píxel (29, 16): R=0001, G=20, B=0
Píxel (30, 16): R=0001, G=20, B=0
Píxel (31, 16): R=0000, G=21, B=0
Píxel (32, 16): R=249, G=20, B=0
Píxel (33, 16): R=0001, G=22, B=1
Píxel (34, 16): R=0001, G=18, B=11
Píxel (35, 16): R=248, G=17, B=9
Píxel (36, 16): R=243, G=22, B=4
Píxel (37, 16): R=238, G=26, B=5
Píxel (38, 16): R=226, G=24, B=4
Píxel (39, 16): R=187, G=30, B=13
Píxel (40, 16): R=0005, G=193, B=180
Píxel (41, 16): R=0005, G=238, B=229
Píxel (0, 17): R=0005, G=255, B=251
Píxel (1, 17): R=0005, G=239, B=234
Píxel (2, 17): R=0005, G=204, B=195
Píxel (3, 17): R=174, G=40, B=31
Píxel (4, 17): R=229, G=27, B=23
Píxel (5, 17): R=0000, G=17, B=12
Píxel (6, 17): R=0001, G=23, B=12
Píxel (7, 17): R=244, G=17, B=0
Píxel (8, 17): R=0001, G=20, B=2
Píxel (9, 17): R=000, G=20, B=0
Píxel (10, 17): R=0005, G=19, B=0
Píxel (11, 17): R=0004, G=20, B=0
Píxel (12, 17): R=248, G=22, B=0
Píxel (13, 17): R=248, G=22, B=0
Píxel (14, 17): R=000, G=18, B=7
Píxel (15, 17): R=0004, G=18, B=7
Píxel (16, 17): R=000, G=19, B=4
Píxel (17, 17): R=0001, G=20, B=2
Píxel (18, 17): R=0001, G=20, B=2
Píxel (19, 17): R=0001, G=20, B=2
Píxel (20, 17): R=0001, G=20, B=2
Píxel (21, 17): R=0001, G=20, B=2
Píxel (22, 17): R=0001, G=20, B=2
Píxel (23, 17): R=0001, G=20, B=2
Píxel (24, 17): R=0001, G=20, B=2
Píxel (25, 17): R=0001, G=20, B=2
Píxel (26, 17): R=0001, G=20, B=2
Píxel (27, 17): R=0001, G=20, B=2
Píxel (28, 17): R=0001, G=20, B=2
Píxel (29, 17): R=0001, G=20, B=2
Píxel (30, 17): R=0001, G=20, B=2
Píxel (31, 17): R=0001, G=20, B=0
Píxel (32, 17): R=0000, G=20, B=0
Píxel (33, 17): R=000, G=22, B=0
Píxel (34, 17): R=0004, G=17, B=11
Píxel (35, 17): R=0000, G=17, B=12
Píxel (36, 17): R=244, G=23, B=4
Píxel (37, 17): R=241, G=27, B=1
Píxel (38, 17): R=234, G=24, B=0
Píxel (39, 17): R=198, G=29, B=8
Píxel (40, 17): R=243, G=153, B=142
Píxel (41, 17): R=0005, G=228, B=221
Píxel (0, 18): R=0004, G=255, B=251
Píxel (1, 18): R=0005, G=239, B=235
Píxel (2, 18): R=0005, G=181, B=174
Píxel (3, 18): R=174, G=29, B=24
Píxel (4, 18): R=230, G=29, B=22
Píxel (5, 18): R=249, G=21, B=12
Píxel (6, 18): R=0001, G=24, B=8
Píxel (7, 18): R=245, G=18, B=0
Píxel (8, 18): R=248, G=21, B=2
Píxel (9, 18): R=248, G=22, B=0
Píxel (10, 18): R=0001, G=21, B=0
Píxel (11, 18): R=0001, G=21, B=0
Píxel (12, 18): R=247, G=23, B=0
Píxel (13, 18): R=248, G=22, B=0
Píxel (14, 18): R=0005, G=17, B=5
Píxel (15, 18): R=0005, G=16, B=7
Píxel (16, 18): R=000, G=19, B=4
Píxel (17, 18): R=0001, G=20, B=2
Píxel (18, 18): R=0001, G=20, B=2
Píxel (19, 18): R=0001, G=20, B=2
Píxel (20, 18): R=0001, G=20, B=2
Píxel (21, 18): R=0001, G=20, B=2
Píxel (22, 18): R=0001, G=20, B=2
Píxel (23, 18): R=0001, G=20, B=2
Píxel (24, 18): R=0001, G=20, B=2
Píxel (25, 18): R=0001, G=20, B=2
Píxel (26, 18): R=0001, G=20, B=2
Píxel (27, 18): R=0001, G=20, B=2
Píxel (28, 18): R=0001, G=20, B=2
Píxel (29, 18): R=0001, G=20, B=2
Píxel (30, 18): R=0001, G=20, B=2
Píxel (31, 18): R=0001, G=20, B=0
Píxel (32, 18): R=249, G=21, B=0
Píxel (33, 18): R=0001, G=21, B=0
Píxel (34, 18): R=000, G=18, B=9
Píxel (35, 18): R=0000, G=19, B=11
Píxel (36, 18): R=245, G=24, B=5
Píxel (37, 18): R=242, G=28, B=2
Píxel (38, 18): R=235, G=27, B=1
Píxel (39, 18): R=202, G=33, B=12
Píxel (40, 18): R=209, G=111, B=102
Píxel (41, 18): R=0005, G=222, B=217
Píxel (0, 19): R=0001, G=253, B=248
Píxel (1, 19): R=0005, G=238, B=235
Píxel (2, 19): R=0005, G=160, B=157
Píxel (3, 19): R=181, G=28, B=23
Píxel (4, 19): R=226, G=28, B=19
Píxel (5, 19): R=245, G=23, B=10
Píxel (6, 19): R=247, G=20, B=3
Píxel (7, 19): R=0000, G=24, B=2
Píxel (8, 19): R=245, G=23, B=2
Píxel (9, 19): R=247, G=22, B=0
Píxel (10, 19): R=0000, G=21, B=0
Píxel (11, 19): R=0000, G=21, B=0
Píxel (12, 19): R=245, G=24, B=0
Píxel (13, 19): R=247, G=22, B=0
Píxel (14, 19): R=0005, G=17, B=4
Píxel (15, 19): R=0005, G=16, B=5
Píxel (16, 19): R=000, G=19, B=4
Píxel (17, 19): R=0001, G=20, B=2
Píxel (18, 19): R=0001, G=20, B=2
Píxel (19, 19): R=0001, G=20, B=2
Píxel (20, 19): R=0001, G=20, B=2
Píxel (21, 19): R=0001, G=20, B=2
Píxel (22, 19): R=0001, G=20, B=2
Píxel (23, 19): R=0001, G=20, B=2
Píxel (24, 19): R=0001, G=20, B=2
Píxel (25, 19): R=0001, G=20, B=2
Píxel (26, 19): R=0001, G=20, B=2
Píxel (27, 19): R=0001, G=20, B=2
Píxel (28, 19): R=0001, G=20, B=2
Píxel (29, 19): R=0001, G=20, B=2
Píxel (30, 19): R=0001, G=20, B=2
Píxel (31, 19): R=0001, G=20, B=0
Píxel (32, 19): R=249, G=21, B=0
Píxel (33, 19): R=0000, G=21, B=0
Píxel (34, 19): R=0001, G=19, B=9
Píxel (35, 19): R=0000, G=19, B=9
Píxel (36, 19): R=245, G=25, B=3
Píxel (37, 19): R=242, G=28, B=2
Píxel (38, 19): R=235, G=27, B=1
Píxel (39, 19): R=204, G=33, B=15
Píxel (40, 19): R=189, G=82, B=74
Píxel (41, 19): R=0005, G=222, B=219
Píxel (0, 20): R=000, G=252, B=250
Píxel (1, 20): R=0005, G=236, B=234
Píxel (2, 20): R=0003, G=143, B=144
Píxel (3, 20): R=190, G=28, B=25
Píxel (4, 20): R=223, G=29, B=17
Píxel (5, 20): R=243, G=28, B=8
Píxel (6, 20): R=239, G=17, B=0
Píxel (7, 20): R=0001, G=27, B=2
Píxel (8, 20): R=244, G=24, B=0
Píxel (9, 20): R=245, G=23, B=2
Píxel (10, 20): R=0001, G=20, B=2
Píxel (11, 20): R=0001, G=20, B=2
Píxel (12, 20): R=245, G=23, B=2
Píxel (13, 20): R=247, G=22, B=2
Píxel (14, 20): R=0004, G=19, B=2
Píxel (15, 20): R=0005, G=17, B=4
Píxel (16, 20): R=000, G=19, B=2
Píxel (17, 20): R=0001, G=20, B=2
Píxel (18, 20): R=0001, G=20, B=2
Píxel (19, 20): R=0001, G=20, B=2
Píxel (20, 20): R=0001, G=20, B=2
Píxel (21, 20): R=0001, G=20, B=2
Píxel (22, 20): R=0001, G=20, B=2
Píxel (23, 20): R=0001, G=20, B=2
Píxel (24, 20): R=0001, G=20, B=2
Píxel (25, 20): R=0001, G=20, B=2
Píxel (26, 20): R=0001, G=20, B=2
Píxel (27, 20): R=0001, G=20, B=2
Píxel (28, 20): R=0001, G=20, B=2
Píxel (29, 20): R=0001, G=20, B=2
Píxel (30, 20): R=0001, G=20, B=2
Píxel (31, 20): R=0001, G=20, B=0
Píxel (32, 20): R=0000, G=22, B=0
Píxel (33, 20): R=0000, G=21, B=0
Píxel (34, 20): R=0000, G=20, B=7
Píxel (35, 20): R=248, G=20, B=7
Píxel (36, 20): R=245, G=23, B=0
Píxel (37, 20): R=241, G=26, B=0
Píxel (38, 20): R=235, G=25, B=2
Píxel (39, 20): R=208, G=33, B=16
Píxel (40, 20): R=183, G=70, B=64
Píxel (41, 20): R=0005, G=221, B=218
Píxel (0, 21): R=0005, G=253, B=253
Píxel (1, 21): R=0005, G=232, B=232
Píxel (2, 21): R=0005, G=142, B=144
Píxel (3, 21): R=188, G=26, B=23
Píxel (4, 21): R=224, G=32, B=17
Píxel (5, 21): R=244, G=32, B=10
Píxel (6, 21): R=239, G=18, B=0
Píxel (7, 21): R=249, G=23, B=0
Píxel (8, 21): R=245, G=23, B=0
Píxel (9, 21): R=247, G=22, B=2
Píxel (10, 21): R=000, G=19, B=4
Píxel (11, 21): R=000, G=19, B=4
Píxel (12, 21): R=247, G=22, B=4
Píxel (13, 21): R=245, G=23, B=2
Píxel (14, 21): R=0001, G=20, B=2
Píxel (15, 21): R=000, G=19, B=2
Píxel (16, 21): R=0001, G=20, B=2
Píxel (17, 21): R=0001, G=20, B=2
Píxel (18, 21): R=0001, G=20, B=2
Píxel (19, 21): R=0001, G=20, B=2
Píxel (20, 21): R=0001, G=20, B=2
Píxel (21, 21): R=0001, G=20, B=2
Píxel (22, 21): R=0001, G=20, B=2
Píxel (23, 21): R=0001, G=20, B=2
Píxel (24, 21): R=0001, G=20, B=2
Píxel (25, 21): R=0001, G=20, B=2
Píxel (26, 21): R=0001, G=20, B=2
Píxel (27, 21): R=0001, G=20, B=2
Píxel (28, 21): R=0001, G=20, B=2
Píxel (29, 21): R=0001, G=20, B=2
Píxel (30, 21): R=0001, G=20, B=2
Píxel (31, 21): R=0001, G=20, B=0
Píxel (32, 21): R=0000, G=22, B=0
Píxel (33, 21): R=0000, G=21, B=0
Píxel (34, 21): R=0000, G=20, B=5
Píxel (35, 21): R=0000, G=20, B=5
Píxel (36, 21): R=247, G=21, B=0
Píxel (37, 21): R=243, G=23, B=0
Píxel (38, 21): R=238, G=23, B=3
Píxel (39, 21): R=209, G=31, B=17
Píxel (40, 21): R=184, G=71, B=65
Píxel (41, 21): R=0005, G=217, B=214
Píxel (0, 22): R=0005, G=251, B=253
Píxel (1, 22): R=0005, G=231, B=234
Píxel (2, 22): R=0005, G=160, B=162
Píxel (3, 22): R=179, G=24, B=20
Píxel (4, 22): R=223, G=33, B=19
Píxel (5, 22): R=240, G=28, B=6
Píxel (6, 22): R=246, G=22, B=0
Píxel (7, 22): R=248, G=20, B=0
Píxel (8, 22): R=248, G=22, B=0
Píxel (9, 22): R=0001, G=20, B=4
Píxel (10, 22): R=0005, G=16, B=5
Píxel (11, 22): R=0005, G=16, B=7
Píxel (12, 22): R=0000, G=20, B=5
Píxel (13, 22): R=245, G=22, B=4
Píxel (14, 22): R=247, G=22, B=0
Píxel (15, 22): R=248, G=22, B=0
Píxel (16, 22): R=0000, G=21, B=2
Píxel (17, 22): R=0001, G=20, B=2
Píxel (18, 22): R=0001, G=20, B=2
Píxel (19, 22): R=0001, G=20, B=2
Píxel (20, 22): R=0001, G=20, B=2
Píxel (21, 22): R=0001, G=20, B=2
Píxel (22, 22): R=0001, G=20, B=2
Píxel (23, 22): R=0001, G=20, B=2
Píxel (24, 22): R=0001, G=20, B=2
Píxel (25, 22): R=0001, G=20, B=2
Píxel (26, 22): R=0001, G=20, B=2
Píxel (27, 22): R=0001, G=20, B=2
Píxel (28, 22): R=0001, G=20, B=2
Píxel (29, 22): R=0001, G=20, B=2
Píxel (30, 22): R=0001, G=20, B=2
Píxel (31, 22): R=0001, G=20, B=0
Píxel (32, 22): R=0001, G=22, B=0
Píxel (33, 22): R=0000, G=21, B=0
Píxel (34, 22): R=0000, G=20, B=4
Píxel (35, 22): R=0000, G=20, B=4
Píxel (36, 22): R=0000, G=19, B=0
Píxel (37, 22): R=247, G=20, B=1
Píxel (38, 22): R=242, G=20, B=7
Píxel (39, 22): R=214, G=31, B=23
Píxel (40, 22): R=195, G=86, B=79
Píxel (41, 22): R=0005, G=219, B=213
Píxel (0, 23): R=0005, G=249, B=252
Píxel (1, 23): R=0005, G=235, B=237
Píxel (2, 23): R=0005, G=182, B=182
Píxel (3, 23): R=168, G=25, B=19
Píxel (4, 23): R=219, G=31, B=19
Píxel (5, 23): R=237, G=20, B=1
Píxel (6, 23): R=0001, G=25, B=1
Píxel (7, 23): R=0001, G=20, B=0
Píxel (8, 23): R=0001, G=20, B=0
Píxel (9, 23): R=0004, G=18, B=4
Píxel (10, 23): R=0005, G=15, B=7
Píxel (11, 23): R=0005, G=15, B=9
Píxel (12, 23): R=0001, G=19, B=7
Píxel (13, 23): R=247, G=22, B=4
Píxel (14, 23): R=244, G=24, B=0
Píxel (15, 23): R=245, G=24, B=0
Píxel (16, 23): R=0000, G=21, B=0
Píxel (17, 23): R=0001, G=20, B=2
Píxel (18, 23): R=0001, G=20, B=2
Píxel (19, 23): R=0001, G=20, B=2
Píxel (20, 23): R=0001, G=20, B=2
Píxel (21, 23): R=0001, G=20, B=2
Píxel (22, 23): R=0001, G=20, B=2
Píxel (23, 23): R=0001, G=20, B=2
Píxel (24, 23): R=0001, G=20, B=2
Píxel (25, 23): R=0001, G=20, B=2
Píxel (26, 23): R=0001, G=20, B=2
Píxel (27, 23): R=0001, G=20, B=2
Píxel (28, 23): R=0001, G=20, B=2
Píxel (29, 23): R=0001, G=20, B=2
Píxel (30, 23): R=0001, G=20, B=2
Píxel (31, 23): R=0001, G=20, B=0
Píxel (32, 23): R=0001, G=22, B=0
Píxel (33, 23): R=0000, G=21, B=0
Píxel (34, 23): R=0000, G=20, B=4
Píxel (35, 23): R=0001, G=20, B=4
Píxel (36, 23): R=000, G=20, B=0
Píxel (37, 23): R=0000, G=19, B=3
Píxel (38, 23): R=244, G=20, B=12
Píxel (39, 23): R=214, G=32, B=28
Píxel (40, 23): R=203, G=106, B=99
Píxel (41, 23): R=0005, G=228, B=218
Píxel (0, 24): R=0005, G=244, B=247
Píxel (1, 24): R=0005, G=237, B=236
Píxel (2, 24): R=0005, G=206, B=203
Píxel (3, 24): R=167, G=43, B=35
Píxel (4, 24): R=220, G=32, B=23
Píxel (5, 24): R=245, G=21, B=9
Píxel (6, 24): R=0004, G=22, B=2
Píxel (7, 24): R=0005, G=20, B=0
Píxel (8, 24): R=0004, G=19, B=0
Píxel (9, 24): R=0004, G=18, B=4
Píxel (10, 24): R=0005, G=15, B=7
Píxel (11, 24): R=0005, G=16, B=9
Píxel (12, 24): R=0001, G=19, B=7
Píxel (13, 24): R=247, G=22, B=4
Píxel (14, 24): R=244, G=24, B=0
Píxel (15, 24): R=245, G=24, B=0
Píxel (16, 24): R=0000, G=21, B=0
Píxel (17, 24): R=0001, G=20, B=2
Píxel (18, 24): R=0001, G=20, B=2
Píxel (19, 24): R=0001, G=20, B=2
Píxel (20, 24): R=0001, G=20, B=2
Píxel (21, 24): R=0001, G=20, B=2
Píxel (22, 24): R=0001, G=20, B=2
Píxel (23, 24): R=0001, G=20, B=2
Píxel (24, 24): R=000, G=21, B=3
Píxel (25, 24): R=000, G=21, B=3
Píxel (26, 24): R=000, G=21, B=3
Píxel (27, 24): R=000, G=21, B=3
Píxel (28, 24): R=000, G=21, B=3
Píxel (29, 24): R=000, G=21, B=3
Píxel (30, 24): R=000, G=21, B=3
Píxel (31, 24): R=000, G=21, B=3
Píxel (32, 24): R=000, G=21, B=1
Píxel (33, 24): R=248, G=17, B=0
Píxel (34, 24): R=0000, G=19, B=1
Píxel (35, 24): R=0005, G=22, B=5
Píxel (36, 24): R=0005, G=19, B=3
Píxel (37, 24): R=000, G=18, B=7
Píxel (38, 24): R=244, G=20, B=18
Píxel (39, 24): R=198, G=24, B=23
Píxel (40, 24): R=241, G=161, B=152
Píxel (41, 24): R=0005, G=235, B=220
Píxel (0, 25): R=0005, G=252, B=253
Píxel (1, 25): R=0005, G=244, B=242
Píxel (2, 25): R=0005, G=224, B=218
Píxel (3, 25): R=164, G=57, B=49
Píxel (4, 25): R=208, G=24, B=22
Píxel (5, 25): R=000, G=25, B=19
Píxel (6, 25): R=249, G=14, B=0
Píxel (7, 25): R=0003, G=17, B=0
Píxel (8, 25): R=0003, G=18, B=0
Píxel (9, 25): R=0003, G=18, B=1
Píxel (10, 25): R=0004, G=16, B=6
Píxel (11, 25): R=0003, G=16, B=8
Píxel (12, 25): R=0000, G=18, B=6
Píxel (13, 25): R=247, G=20, B=4
Píxel (14, 25): R=246, G=21, B=0
Píxel (15, 25): R=246, G=22, B=0
Píxel (16, 25): R=0000, G=21, B=0
Píxel (17, 25): R=0001, G=20, B=2
Píxel (18, 25): R=0001, G=20, B=2
Píxel (19, 25): R=0001, G=20, B=2
Píxel (20, 25): R=0001, G=20, B=2
Píxel (21, 25): R=0001, G=20, B=2
Píxel (22, 25): R=0001, G=20, B=2
Píxel (23, 25): R=0001, G=20, B=2
Píxel (24, 25): R=0001, G=20, B=2
Píxel (25, 25): R=0001, G=20, B=2
Píxel (26, 25): R=0001, G=20, B=2
Píxel (27, 25): R=0001, G=20, B=2
Píxel (28, 25): R=0001, G=20, B=2
Píxel (29, 25): R=0001, G=20, B=2
Píxel (30, 25): R=0001, G=20, B=2
Píxel (31, 25): R=0001, G=20, B=2
Píxel (32, 25): R=244, G=13, B=0
Píxel (33, 25): R=0005, G=30, B=12
Píxel (34, 25): R=0001, G=18, B=1
Píxel (35, 25): R=248, G=12, B=0
Píxel (36, 25): R=0005, G=23, B=11
Píxel (37, 25): R=244, G=13, B=7
Píxel (38, 25): R=235, G=21, B=23
Píxel (39, 25): R=179, G=21, B=20
Píxel (40, 25): R=0005, G=198, B=187
Píxel (41, 25): R=0005, G=252, B=235
Píxel (0, 26): R=000, G=252, B=252
Píxel (1, 26): R=0005, G=246, B=244
Píxel (2, 26): R=0005, G=238, B=229
Píxel (3, 26): R=209, G=120, B=114
Píxel (4, 26): R=204, G=30, B=32
Píxel (5, 26): R=241, G=18, B=19
Píxel (6, 26): R=0005, G=23, B=12
Píxel (7, 26): R=0005, G=21, B=3
Píxel (8, 26): R=000, G=20, B=0
Píxel (9, 26): R=0001, G=20, B=0
Píxel (10, 26): R=0000, G=20, B=5
Píxel (11, 26): R=0000, G=20, B=7
Píxel (12, 26): R=248, G=20, B=7
Píxel (13, 26): R=0000, G=20, B=5
Píxel (14, 26): R=0001, G=20, B=0
Píxel (15, 26): R=0001, G=21, B=0
Píxel (16, 26): R=0001, G=20, B=0
Píxel (17, 26): R=0001, G=20, B=2
Píxel (18, 26): R=0001, G=20, B=2
Píxel (19, 26): R=0001, G=20, B=2
Píxel (20, 26): R=0001, G=20, B=2
Píxel (21, 26): R=0001, G=20, B=2
Píxel (22, 26): R=0001, G=20, B=2
Píxel (23, 26): R=0001, G=20, B=2
Píxel (24, 26): R=0001, G=20, B=2
Píxel (25, 26): R=0001, G=20, B=2
Píxel (26, 26): R=0001, G=20, B=2
Píxel (27, 26): R=0001, G=20, B=2
Píxel (28, 26): R=0001, G=20, B=2
Píxel (29, 26): R=0001, G=20, B=2
Píxel (30, 26): R=0001, G=20, B=2
Píxel (31, 26): R=0001, G=20, B=2
Píxel (32, 26): R=247, G=18, B=0
Píxel (33, 26): R=0003, G=22, B=4
Píxel (34, 26): R=000, G=19, B=2
Píxel (35, 26): R=0005, G=20, B=6
Píxel (36, 26): R=247, G=10, B=2
Píxel (37, 26): R=0001, G=27, B=25
Píxel (38, 26): R=217, G=22, B=26
Píxel (39, 26): R=178, G=42, B=42
Píxel (40, 26): R=0005, G=229, B=216
Píxel (41, 26): R=0005, G=255, B=239
Píxel (0, 27): R=000, G=255, B=255
Píxel (1, 27): R=0003, G=249, B=246
Píxel (2, 27): R=0005, G=243, B=236
Píxel (3, 27): R=0005, G=192, B=188
Píxel (4, 27): R=177, G=24, B=27
Píxel (5, 27): R=225, G=21, B=24
Píxel (6, 27): R=246, G=22, B=14
Píxel (7, 27): R=245, G=14, B=0
Píxel (8, 27): R=0001, G=22, B=0
Píxel (9, 27): R=249, G=23, B=0
Píxel (10, 27): R=248, G=23, B=5
Píxel (11, 27): R=248, G=22, B=6
Píxel (12, 27): R=249, G=21, B=8
Píxel (13, 27): R=0001, G=21, B=6
Píxel (14, 27): R=0005, G=20, B=3
Píxel (15, 27): R=0005, G=20, B=1
Píxel (16, 27): R=000, G=19, B=2
Píxel (17, 27): R=0001, G=20, B=2
Píxel (18, 27): R=0001, G=20, B=2
Píxel (19, 27): R=0001, G=20, B=2
Píxel (20, 27): R=0001, G=20, B=2
Píxel (21, 27): R=0001, G=20, B=2
Píxel (22, 27): R=0001, G=20, B=2
Píxel (23, 27): R=0001, G=20, B=2
Píxel (24, 27): R=0001, G=20, B=2
Píxel (25, 27): R=0001, G=20, B=2
Píxel (26, 27): R=0001, G=20, B=2
Píxel (27, 27): R=0001, G=20, B=2
Píxel (28, 27): R=0001, G=20, B=2
Píxel (29, 27): R=0001, G=20, B=2
Píxel (30, 27): R=0001, G=20, B=2
Píxel (31, 27): R=0001, G=20, B=2
Píxel (32, 27): R=000, G=22, B=6
Píxel (33, 27): R=247, G=17, B=1
Píxel (34, 27): R=249, G=16, B=0
Píxel (35, 27): R=0004, G=21, B=7
Píxel (36, 27): R=0003, G=22, B=14
Píxel (37, 27): R=233, G=23, B=22
Píxel (38, 27): R=201, G=32, B=35
Píxel (39, 27): R=211, G=103, B=101
Píxel (40, 27): R=0005, G=240, B=229
Píxel (41, 27): R=0000, G=255, B=242
Píxel (0, 28): R=0001, G=255, B=255
Píxel (1, 28): R=000, G=253, B=248
Píxel (2, 28): R=0005, G=247, B=241
Píxel (3, 28): R=0005, G=225, B=221
Píxel (4, 28): R=180, G=57, B=59
Píxel (5, 28): R=211, G=39, B=39
Píxel (6, 28): R=229, G=25, B=16
Píxel (7, 28): R=243, G=22, B=4
Píxel (8, 28): R=246, G=22, B=0
Píxel (9, 28): R=247, G=21, B=0
Píxel (10, 28): R=246, G=21, B=0
Píxel (11, 28): R=246, G=21, B=3
Píxel (12, 28): R=246, G=20, B=4
Píxel (13, 28): R=249, G=19, B=4
Píxel (14, 28): R=0004, G=16, B=3
Píxel (15, 28): R=0004, G=17, B=1
Píxel (16, 28): R=000, G=19, B=2
Píxel (17, 28): R=0001, G=20, B=2
Píxel (18, 28): R=0001, G=20, B=2
Píxel (19, 28): R=0001, G=20, B=2
Píxel (20, 28): R=0001, G=20, B=2
Píxel (21, 28): R=0001, G=20, B=2
Píxel (22, 28): R=0001, G=20, B=2
Píxel (23, 28): R=0001, G=20, B=2
Píxel (24, 28): R=0001, G=20, B=2
Píxel (25, 28): R=0001, G=20, B=2
Píxel (26, 28): R=0001, G=20, B=2
Píxel (27, 28): R=0001, G=20, B=2
Píxel (28, 28): R=0001, G=20, B=2
Píxel (29, 28): R=0001, G=20, B=2
Píxel (30, 28): R=0001, G=20, B=2
Píxel (31, 28): R=0000, G=21, B=2
Píxel (32, 28): R=248, G=21, B=4
Píxel (33, 28): R=247, G=20, B=3
Píxel (34, 28): R=248, G=17, B=0
Píxel (35, 28): R=248, G=18, B=3
Píxel (36, 28): R=247, G=24, B=17
Píxel (37, 28): R=224, G=32, B=29
Píxel (38, 28): R=157, G=25, B=23
Píxel (39, 28): R=0005, G=192, B=186
Píxel (40, 28): R=0005, G=244, B=235
Píxel (41, 28): R=249, G=255, B=246
Píxel (0, 29): R=249, G=251, B=250
Píxel (1, 29): R=0005, G=255, B=253
Píxel (2, 29): R=0005, G=252, B=250
Píxel (3, 29): R=0005, G=232, B=230
Píxel (4, 29): R=248, G=157, B=156
Píxel (5, 29): R=171, G=32, B=27
Píxel (6, 29): R=217, G=33, B=21
Píxel (7, 29): R=242, G=31, B=12
Píxel (8, 29): R=244, G=24, B=0
Píxel (9, 29): R=248, G=23, B=0
Píxel (10, 29): R=0000, G=21, B=0
Píxel (11, 29): R=0000, G=21, B=2
Píxel (12, 29): R=247, G=21, B=5
Píxel (13, 29): R=0000, G=20, B=7
Píxel (14, 29): R=0004, G=18, B=5
Píxel (15, 29): R=0005, G=17, B=4
Píxel (16, 29): R=000, G=19, B=2
Píxel (17, 29): R=0001, G=20, B=2
Píxel (18, 29): R=0001, G=20, B=2
